movieId,title,joined_features
92122,"Loneliest Planet, The (2011)",hanifurstenberg gaelgarcíabernal bidzinagujabidze tombissell animal horn man in underwear title directed by female caucasus mountains thriller 
92124,Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges) (1989),nan nan nan documentary war 
92126,Policeman (Ha-shoter) (2011),yiftachklein yaarapelzig michaelmoshonov nadavlapid male rear nudity male frontal nudity male nudity male full frontal nudity drama 
92128,Disorder (2009),nan nan city symphony surrealism absurdism documentary 
92130,Red Psalm (Még kér a nép) (1972),nan nan nan drama musical war 
92132,Regeneration (1915),nan nan nan crime drama romance 
92134,"Afternoon of a Torturer, The (Dupa-amiaza unui tortionar) (2001)",gheorghedinica radubeligan ioanaanamacaria doinajela torture guilt drama 
92136,We Won't Grow Old Together (Nous ne vieillirons pas ensemble) (1972),nan nan nan drama 
92152,"Turn Me On, Dammit! (Få meg på, for faen) (2011)",helenebergsholm malinbjørhovde beatestøfring jannickesystadjacobsen sexual awakening sexual fantasy horny female underage drinking comedy 
92154,Faust (2011),johanneszeiler antonadasinsky isoldadychauk yuriyarabov body horror russia character name as title faust character drama 
92156,Post Mortem (2010),alfredocastro antoniazegers jaimevadell eliseoaltunaga operation condor augusto pinochet coup d'etat chilean coup d'etat drama 
92159,Decasia: The State of Decay (2002),tsuruaoki juliacalhoun margaretcullington billmorrison national film registry school nun couple documentary 
92161,Viva (2007),annabiller chadengland bridgetbrno annabiller 1970s nudist camp sexual revolution sex scene comedy drama musical 
92163,Fados (2007),chicobuarque camané carlosdocarmo ivandias fado documentary musical 
92165,Go Get Some Rosemary (Daddy Longlegs) (2009),ronaldbronstein alexgreenblatt sageranaldo joshsafdie male frontal nudity male nudity locker room new york city comedy drama 
92167,Praise (1998),peterfenton sachahorler martadusseldorp johncurran smoking eczema swearing drug use drama 
92169,Stanley Kubrick's Boxes (2008),jonronson anthonyfrewin janharlan jonronson audition photograph widow genius documentary 
92172,Street Mobster (a.k.a. Modern Yakuza: Outlaw Killer) (Gendai yakuza: hito-kiri yota) (1972),nan nan nan action crime 
92174,Alexandria... Why? (Iskanderija... lih?) (1979),nan nan nan drama 
92176,"Grand Maneuver, The (Les grandes manoeuvres) (1955)",nan nan nan comedy drama romance 
92178,Can Go Through Skin (Kan door huid heen) (2009),rifkalodeizen wimopbrouck chrisborowski estherrots f rated countryside triple f rated rural setting drama 
92180,Morgen (2010),andráshatházi yilmazyalçin elvirarimbu mariancrisan farm romania drama 
92182,"What's Up, Scarlet? (2005)",susanpriver sallykirkland musettavander anthonycaldarella lgbt issues actress matchmaker acting audition comedy romance 
92184,Christmas Evil (a.k.a. You Better Watch Out) (1980),nan nan nan horror thriller 
92186,Three Wise Men (Kolme viisasta miestä) (2008),kariheiskanen perttisveholm timotorikka mikakaurismäki finnish men troubled past crisis sadness drama 
92188,Call Her Savage (1932),nan nan nan drama 
92192,Apollo 18 (2011),warrenchristie lloydowen ryanrobbins brianmiller moon secret mission cosmonaut footprint horror sci-fi thriller 
92196,Crazy Horse (2011),naamahalva daizyblu philippedecouflé philippedecouflé dressing room female stockinged feet female stockinged legs cabaret documentary 
92198,Seeking Justice (2011),nicolascage januaryjones guypearce toddhickey secret organization vigilante teacher assassin action drama thriller 
92200,"Sound and the Fury, The (1959)",nan nan nan drama romance 
92204,"Pointe-Courte, La (1955)",nan nan nan drama 
92210,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",ayahirano tomokazusugita minorichihara tatsuyaishihara skirt time travel bangs track pants adventure animation drama mystery sci-fi 
92222,Broken Trail (2006),robertduvall thomashadenchurch gretascacchi thomashadenchurch shootout gunfight violence fistfight action adventure crime drama western 
92224,"River Called Titas, A (Titash Ekti Nadir Naam) (1973)",nan nan nan drama 
92229,"Vanquished, The (I vinti) (1953)",nan nan nan drama 
92231,"Blue Bird, The (1918)",nan nan nan fantasy 
92234,Red Tails (2012),terrencehoward cubagoodingjr. nateparker johnridley pseudohistory magical negro stereotype 20th century year 1944 action adventure drama war 
92240,Kagi (Odd Obsession) (1959),nan nan nan drama 
92243,"Flowers of War, The (Jin líng shí san chai) (2011)",christianbale nini xinyizhang hengliu food shortage starving child attempted rape abusive stepfather drama war 
92245,Enthusiasm (Entuziazm: Simfoniya Donbassa) (1931),nan nan nan documentary 
92250,"Scenesters, The (2009)",blaisemiller sherilynfenn suzannemay toddberger hipster videographer murder filmmaker comedy crime mystery 
92252,Thunder Soul (2010),craigbaldwin craiggreen conrado.johnsonsr. craigbaldwin nan documentary 
92257,Vlad (2003),francescoquinn billyzane braddourif michaeld.sellers carpathia vampire female nudity vlad the impaler horror thriller 
92259,Intouchables (2011),françoiscluzet omarsy anneleny érictoledano class differences caregiver black white friendship disabled person comedy drama 
92262,Declaration of War (La Guerre est Déclarée) (2011),valériedonzelli jérémieelkaïm césardesseix valériedonzelli chemotherapy child with cancer cancer treatment desperately ill child drama 
92264,One for the Money (2012),katherineheigl jasono'mara danielsunjata stacysherman strong female character strong female lead tough woman self defense action comedy crime 
92268,Queen of the Amazons (1947),nan nan nan action adventure mystery romance 
92270,Becoming Chaz (2011),cher chazbono jenniferelia randybarbato interview gender transition gender family relationships documentary 
92307,W.E. (2011),abbiecornish andreariseborough jamesd'arcy madonna king george vi character the little tramp character king george v character king edward viii drama romance 
92309,"Innkeepers, The (2011)",sarapaxton pathealy alisonbartlett tiwest haunted hotel psychotronic film woman wrapped in a towel hotel horror thriller 
92314,Varasto (2011),kari-pekkatoivonen minttumustakallio akuhirviniemi tarumäkelä work employee fired from a job inventory comedy drama 
92321,Nancy Goes to Rio (1950),nan nan nan comedy musical 
92325,Dog Tags (2008),paulpreiss amylindsay candyclark damiondietz male full frontal nudity drive in movie theatre rear entry sex bare breasts drama romance 
92335,Big Miracle (2012),johnpingayak ahmaogaksweeney johnchase jackamiel whale alaska save the whale based on true story drama romance 
92343,"Great Bank Hoax, The (1978)",nan nan nan comedy crime 
92348,Puss in Boots (Nagagutsu o haita neko) (1969),nan nan nan adventure animation children comedy fantasy romance 
92352,Reel Injun (2009),adambeach chriseyre russellmeans catherinebainbridge full frontal male nudity nudity revisionist history revisionist western documentary 
92354,"Man Called Sledge, A (1970)",nan nan nan western 
92357,Cameraman: The Life and Work of Jack Cardiff (2010),jackcardiff martinscorsese kirkdouglas craigmccall death academy award technicolor cameraman documentary 
92371,Yolki (2010),dmitrymedvedev alinabulynko sergeypokhodaev yaroslavchevazhevskiy nan comedy 
92374,Yolki 2 (2011),evgeniyaabramova irinaarkhipova datobakhtadze levangabriadze nan comedy 
92380,Jenny (1936),nan nan nan drama 
92382,"Straits of Love and Hate, The (Aien kyo) (1937)",nan nan nan drama 
92389,State Fair (1933),nan nan nan comedy drama romance 
92391,Grave Encounters (2011),benwilkinson seanrogerson ashleighgryzko stuartortiz found footage characters murdered one by one crying man crying woman horror 
92393,Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010),tonykafaileung chaodeng carinalau chia-luchang umayyad caliphate arab empress detective action crime mystery 
92399,Hurry Sundown (1967),nan nan nan drama 
92408,Batch '81 (1982),markgil sandyandolong wardluarca clodualdodelmundojr. male nudity male rear nudity hazing fraternity drama 
92410,"Eleventh Year, The (Odinnadtsatyy) (1928) ",nan nan nan documentary 
92412,Forever Yours (Ikuisesti sinun) (2011),nan miahalme father daughter relationship mother daughter relationship childhood fatherhood documentary 
92416,Kariera Nikosia Dyzmy (2002),cezarypazura annaprzybylska ewakasprzyk jacekbromski female nudity career comedy 
92420,Chronicle (2012),danedehaan alexrussell michaelb.jordan maxlandis troubled teen found footage levitation video camera action sci-fi thriller 
92422,"Woman in Black, The (2012)",emmashorey mollyharmon ellisawalker-reid susanhill afterlife ghost woman in black ghost child drama horror thriller 
92424,Dottie Gets Spanked (1993),j.evanbonifant barbaragarrick juliehalston toddhaynes sitcom 1960s father son relationship mother son relationship drama 
92427,Woman in Love (Rubbeldiekatz) (2011),alexandramarialara jennymoore dejanbucin anikadecker female nudity bare breasts male nudity male rear nudity comedy 
92435,"Dancing Hawk, The (Tanczacy jastrzab) (1978)",nan nan nan (no genres listed) 
92437,Toast (2010),oscarkennedy victoriahamilton colinprockter leehall gay teenager older man young boy relationship homosexual gay kiss comedy drama 
92439,"Art of Getting By, The (2011)",freddiehighmore emmaroberts sashaspielberg gavinwiesen principal artist high school rebellious teenager drama romance 
92441,"Human Resources Manager, The (2010)",markivanir gurialfi noahsilver noahstollman israel romania grotesque friendship drama 
92446,"Overcoat, The (Il cappotto) (1952)",nan nan nan comedy drama fantasy 
92448,Bucky Larson: Born to Be a Star (2011),nickswardson christinaricci donjohnson adamsandler diner masturbation buck teeth porn industry comedy 
92453,"Moine, Le (Monk, The) (2011)",vincentcassel déborahfrançois joséphinejapy dominikmoll gothic female full frontal nudity uncle niece incest brother sister incest drama mystery thriller 
92455,Can Mr. Smith Get to Washington Anymore? (2006),nickadams joanbarry charlesbrennan frankpopper seven word title question in title question mark in title period in title documentary 
92457,"Doll's House, A (1973)",nan nan nan drama 
92461,"Canyon, The (2009)",eionbailey yvonnestrahovski willpatton steveallrich elvis presley character grand canyon national park reference to the grand canyon arizona desert thriller 
92471,Cass Timberlane (1947),nan nan nan drama romance 
92475,All Watched Over by Machines of Loving Grace (2011),adamcurtis stewartbrand stewartbrand computer machine framework illusion documentary 
92477,Yes: 9012 Live (1985),jonanderson tonykaye trevorrabin stevensoderbergh rock band punctuation in title rock music concert film documentary musical 
92479,Kisses for My President (1964),nan nan nan comedy 
92481,Third Star (2010),tomburke benedictcumberbatch jjfeild vaughansivell friendship terminal cancer suicide male bonding comedy drama 
92483,Living Proof (2008),harryconnickjr. tammyblanchard amandabynes vivienneradkoff cancer drug herceptin oncologist drama 
92507,Safe House (2012),denzelwashington ryanreynolds verafarmiga davidguggenheim on the run cia cia agent cape town south africa action crime mystery thriller 
92509,"Vow, The (2012)",rachelmcadams channingtatum jessicalange abbykohn adulterer divorced couple adultery woman in underwear drama romance 
92511,Swamp Shark (2011),christopherberry wadeboggs marcuslylebrown jenniferiwen bucket psychotronic film woman wears a swimsuit man wears a swimsuit sci-fi 
92514,Moon of the Wolf (1972),nan nan nan horror mystery 
92516,She Gods of Shark Reef (1958),nan nan nan adventure 
92518,King Kong Escapes (Kingu Kongu no gyakushû) (1967),nan nan nan action adventure sci-fi 
92520,"Chocolate Soldier, The (1941)",nan nan nan comedy musical 
92522,Frisco Jenny (1932),nan nan nan drama 
92593,Special Bulletin (1983),nan nan nan drama 
92600,"As Luck Would Have It (Chispa de la vida, La) (2011)",josémota salmahayek blancaportillo randyfeldman accident social satire corruption brain surgery drama 
92606,"Black Power Mixtape 1967-1975, The (2011)",abiodunoyewole stokelycarmichael talibkweli göranolsson black power drug federal bureau of investigation martin luther king jr. assassination documentary 
92611,"Girl from Jones Beach, The (1949)",nan nan nan comedy 
92613,Holding Trevor (2007),brentgorski christopherwyllie melissasearing rossergoodman cult film party heroin addict hiv test drama romance 
92633,The Castle of Sand (1974),tetsurôtanba gôkatô kensakumorita shinobuhashimoto murder detective murder of a policeman class differences crime mystery thriller 
92635,At Home by Myself... with You (2009),kristinbooth aaronabrams shaunamacdonald ramonabarckert cutout animation neighbor apartment wall map comedy romance 
92637,Pitfall (Otoshiana) (1962),hisashiigawa sumiesasaki senyano kôbôabe workers' rights miner ghost union crime drama fantasy 
92639,Casual Relations (1973),nan nan nan drama 
92641,Warsaw Bridge (Pont de Varsòvia) (1990),nan nan nan (no genres listed) 
92643,Monsieur Lazhar (2011),mohamedfellag sophienélisse émiliennéron philippefalardeau death of teacher character name as title surname in title teacher children comedy drama 
